unique_id,release_year,title,origin,genre,plot
1479,2006,Simon Says,American,horror,"Five teenagers — Kate (Margo Harshman), Zack (Greg Cipes), Vicky, Riff, and Ashley — are on their way to pan for gold during Spring Break when they make a wrong turn. They encounter two strange men, Pig and Garth, who warn them to return home, saying there have been murders in the area. Making their way into town, four of the teens head inside a store, where they meet brothers Simon (Crispin Glover) and Stanley."
1480,2006,Sleeping Dogs Lie,American,comedy,"In college, 18-year-old Amy impulsively gave her dog, Rufus, oral sex. Eight years later, she lives a seemingly ordinary life as a schoolteacher and is engaged to nice-guy John. When John suggests complete honesty, Amy lies and tells him that she had a lesbian experience with her best friend Linda."
1481,2006,Slither,American,horror comedy,"A meteorite housing a malevolent, sentient extraterrestrial parasite crashes into the town of Wheelsy, South Carolina. While frolicking in the woods with Brenda, local car dealer Grant finds the parasite and is infected by it. The parasite takes over his body and absorbs his mind.[5] With the alien now in control of his body, ""Grant"" begins to slowly change into a tentacled, slug-like monster."
1482,2006,Small Town Gay Bar,American,documentary,"The story of community in the Deep South that is forced to deal with the struggles of ignorance, hypocrisy and oppression,[1] Malcolm Ingram's Small Town Gay Bar visits two Mississippi communities and bases those visits around two small gay bars, Rumors in Shannon, Mississippi, and Different Seasons/Crossroads in Meridian, Mississippi. Additionally the film visits Bay Minette, Alabama, to look at the brutal hate crime murder of Scotty Joe Weaver."
1483,2006,Snakes on a Plane,American,thriller,"After witnessing California-based gang boss Eddie Kim brutally beat U.S. Prosecutor Daniel Hayes to death in Hawaii, Sean Jones is escorted by FBI agents Neville Flynn and John Sanders on a Boeing 747-400 to testify in a trial in Los Angeles. Despite increased security for the flight, Kim arranges for a time-release crate full of venomous snakes to be placed in the cargo hold in an attempt to bring down the plane before it reaches Los Angeles International Airport (LAX)."
1484,2006,Snow Blind,American,documentary,"The film is segmented into six major thematic sections:
The film also has one mini section on Banana George, a 93-year-old snowboarder."
1485,2006,So Much So Fast,American,documentary,"So Much So Fast documents 5 years in the life of Stephen Heywood who, at 29, discovers he had the paralyzing neurodegenerative disease Amyotrophic lateral sclerosis (Lou Gehrig’s disease). Determined to live as well as possible, Stephen gets married, has a son and rebuilds two houses. His and his wife Wendy’s observations of the world and his disease explore the fragility of life."
1486,2006,Something New,American,drama,"Kenya McQueen (Sanaa Lathan) is a successful, single African American woman who has sacrificed romance in order to pursue a career as a certified public accountant. Her obsessive compulsive desire for perfection and control has manifested itself in the bland, monochromatic decor of her new home and the rigid rules she follows in her personal life. Urged to loosen up by her friends, Kenya accepts a blind date with landscape architect Brian Kelly (Simon Baker) arranged by her co-worker Leah Cahan (Katharine Towne), who is in the process of planning the kind of wedding Kenya wants herself."
1487,2006,Sonhos de Peixe,American,drama,"In a village on the northeastern coast of Brazil, Jusce, 17, scrapes a living by diving 30 meters, with rudimentary equipment, for lobster. His ""prize"" at the end of a long day of risky work is sitting close to Ana, who lives with her mother and young daughter, as she savors the drama of urban sophisticates on her favorite soap opera. Ana dreams of leaving the village to see the world."
1488,2006,Special,American,drama,Comic book fan Les Franken (Michael Rapaport) signs up for an experimental antidepressant. Dr. Dobson (Jack Kehler) instructs him to take one pill per day. Les creates a diary for his experiences but feels no results.
1489,2006,Stalking Santa,American,mockumentary,"Shot in the mockumentary style, the film follows Lloyd Darrow (Chris Clark) a self-proclaimed ""Santologist,"" who has made it his life's mission - and obsession - to scientifically prove the existence of Santa Claus. It's an obsession that takes him from the hieroglyphics of Egypt to a Midwestern shopping mall at Christmastime, as his friends and family wonder whether he's lost his mind."
1490,2006,Starter for 10,American,comedy-drama,"In 1985, Brian Jackson is a first-year university student and information sponge. Since his working-class childhood in Southend-on-Sea, Brian has loved the TV quiz show University Challenge, whose famous catchphrase—""Your starter for 10""—gives the film its title. Soon after arriving at Bristol University, Brian attends a party where he meets the politically conscious Rebecca, with whom he seems to have an instant connection."
1491,2006,Stay Alive,American,horror,"The film opens with a character in a video game entering an eerie mansion. He is followed throughout the mansion by a woman in a red dress, who kills him by hanging him from a chandelier. The man playing the game is Loomis Crowley (Milo Ventimiglia), and the game is called Stay Alive."
1492,2006,Step Up,American,dance,"Following a party, brothers Mac and Skinny Carter and their best friend Tyler Gage, break into the Maryland School of Arts and trash the school's theatre, damaging many of the props. When a security guard appears, Tyler helps the two escape, accepting full blame for the vandalism himself. He is sentenced to 200 hours of community service, which is to be served at the school."
1493,2006,Stephanie Daley,American,drama,"Sixteen-year-old Stephanie Daley collapses in a pool of blood while on a school skiing trip. A doctor discovers that in the blood is afterbirth. Soon afterward, the body of a newborn baby girl is found in a toilet, its mouth blocked with toilet paper."
1494,2006,Stick It,American,drama,Haley Graham (Missy Peregrym) is a rebellious 17-year-old who has a run-in with the law when she and two friends go biking through a residential construction site. Haley is arrested and forced by a judge to return to the regimented world of competitive gymnastics. Haley was once considered one of the most talented gymnasts in the US.
1495,2006,Stranger Than Fiction,American,fantasy,"Harold Crick, an agent for the Internal Revenue Service, lives his life by his wristwatch. He is assigned to audit an intentionally tax-delinquent baker, Ana Pascal, to whom he is attracted. On the same day, he begins hearing the voice of a woman omnisciently narrating his life but is unable to communicate with it."
1496,2006,Stormbreaker,American,spy,"Alex Rider is a 14-year-old schoolboy who lives with his uncle Ian and their housekeeper Jack Starbright. Ian is supposedly a bank manager and is, much to Alex's regret, often away from home. One day, Alex is told that his uncle has died in a car crash, but quickly discovers that his uncle was in fact a spy working for MI6 and was murdered."
1497,2006,Strawberry Shortcake: The Sweet Dreams Movie,American,animation,"After arranging a sleepover with her friends, Strawberry and the rest travel to the Land of Dreams on a Dreamboat that Ginger Snap has built, in order to stop the Pie Man from taking over their residence.[5][6]"
1498,2006,Superman Returns,American,superhero,"For the previous five years, Superman has mysteriously abandoned his adopted home of Earth while on a journey into outer space to investigate what astronomers believed to be an intact Krypton. In his absence, journalist and past love Lois Lane wrote a scathing article ""Why the World Doesn't Need Superman"", winning her the Pulitzer Prize. Lois is engaged to Richard White, the nephew of Daily Planet editor-in-chief Perry White, and with whom she shares a young asthmatic son, Jason."
